"","Year","replicate.id","kaartdatum","Longitude","Latitude","beschrijving","datum","opp_bemonsterd_m2","subsample1","TaxonName_ACC","AvgOffactor","SumOfNumber","SumOfN_m2","SumOfB_gr_m2","kokkelstratum","kokkelarea.ha..NEW","corr.factor.kok","getijzone_kaart","Tuig","Species","N_m2","B_gr_m2","month","seizoen","sample.id","locatie.nr","schip","project.id","dvd","evmax","Comp"
"22",2011,125680,"WGS84",4.108333333,51.62083333,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,22,215.8132235,1395.962357,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",215.8132235,1395.962357,5,"vj",NA,NA,NA,NA,65.3484448754673,0.439550336603588,"North"
"23",2011,125680,"WGS84",4.108333333,51.62083333,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Macoma balthica",1,2,19.61938395,15.21526475,"r",26.67,1,"","steekbuis (pvc-buis)","Macoma balthica",19.61938395,15.21526475,5,"vj",NA,NA,NA,NA,65.3484448754673,0.439550336603588,"North"
"24",2011,125681,"WGS84",4.108333333,51.625,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,15,147.1453796,567.1421611,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",147.1453796,567.1421611,5,"vj",NA,NA,NA,NA,71.0140166973186,0.510872304026535,"North"
"25",2011,125682,"WGS84",4.108333333,51.62916667,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,2,19.61938395,305.6592814,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",19.61938395,305.6592814,5,"vj",NA,NA,NA,NA,61.2881304028084,0.118422378777069,"North"
"26",2011,125683,"WGS84",4.108333333,51.66666667,"kokkelschuifje",2011-05-30,0.1,1,"Cerastoderma edule",1,1,10,90.570836,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,90.570836,5,"vj",NA,NA,NA,NA,10.4136686850814,0.115183055023653,"North"
"27",2011,125683,"WGS84",4.108333333,51.66666667,"kokkelschuifje",2011-05-30,0.1,1,"Macoma balthica",1,1,10,0.473587074,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.473587074,5,"vj",NA,NA,NA,NA,10.4136686850814,0.115183055023653,"North"
"28",2011,125685,"WGS84",4.116666667,51.44166667,"kokkelschuifje",2011-04-27,0.1,1,"Cerastoderma edule",1,5,50,131.5968137,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",50,131.5968137,4,"vj",NA,NA,NA,NA,49.7078135742049,0.2326269977306,"East"
"29",2011,125686,"WGS84",4.116666667,51.44583333,"kokkelschuifje",2011-04-27,0.1,1,"Cerastoderma edule",1,1,10,22.34039042,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,22.34039042,4,"vj",NA,NA,NA,NA,29.6812429366575,0.212393213881227,"East"
"30",2011,125692,"WGS84",4.116666667,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,3,30,274.2149464,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",30,274.2149464,5,"vj",NA,NA,NA,NA,50.722089352126,0.523710971557444,"North"
"31",2011,125692,"WGS84",4.116666667,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,1,10,1.901388084,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,1.901388084,5,"vj",NA,NA,NA,NA,50.722089352126,0.523710971557444,"North"
"32",2011,125693,"WGS84",4.116666667,51.6125,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,3,29.42907593,64.98566299,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",29.42907593,64.98566299,5,"vj",NA,NA,NA,NA,70.5383219159965,0.281532043422123,"North"
"33",2011,125694,"WGS84",4.116666667,51.61666667,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,9,88.28722778,439.453119,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",88.28722778,439.453119,5,"vj",NA,NA,NA,NA,67.920870481716,0.303887832067102,"North"
"34",2011,125695,"WGS84",4.116666667,51.62083333,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Cerastoderma edule",1,18,176.5744556,651.4977955,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",176.5744556,651.4977955,5,"vj",NA,NA,NA,NA,66,0.556758178757621,"North"
"35",2011,125695,"WGS84",4.116666667,51.62083333,"steekbuis (pvc-buis)",2011-05-25,0.10194,1,"Macoma balthica",1,2,19.61938395,7.386135547,"r",26.67,1,"","steekbuis (pvc-buis)","Macoma balthica",19.61938395,7.386135547,5,"vj",NA,NA,NA,NA,66,0.556758178757621,"North"
"36",2011,125697,"WGS84",4.116666667,51.67083333,"kokkelschuifje",2011-05-30,0.1,1,"Cerastoderma edule",1,2,20,31.56932267,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",20,31.56932267,5,"vj",NA,NA,NA,NA,54.7730622804905,0.151423426069745,"North"
"37",2011,125697,"WGS84",4.116666667,51.67083333,"kokkelschuifje",2011-05-30,0.1,1,"Macoma balthica",1,1,10,0.796895167,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.796895167,5,"vj",NA,NA,NA,NA,54.7730622804905,0.151423426069745,"North"
"38",2011,125698,"WGS84",4.125,51.4375,"kokkelschuifje",2011-04-27,0.1,1,"Macoma balthica",1,1,10,0.796895167,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.796895167,4,"vj",NA,NA,NA,NA,62.4425259835785,0.160075771358272,"East"
"39",2011,125704,"WGS84",4.125,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,3,30,252.8234696,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",30,252.8234696,5,"vj",NA,NA,NA,NA,50.9183520390854,0.32220094830912,"North"
"40",2011,125705,"WGS84",4.125,51.6125,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,15,150,919.6291531,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",150,919.6291531,5,"vj",NA,NA,NA,NA,52.5574164011675,0.380683860073979,"North"
"41",2011,125705,"WGS84",4.125,51.6125,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,4,40,37.75226348,"r",26.67,1,"","kokkelschuifje","Macoma balthica",40,37.75226348,5,"vj",NA,NA,NA,NA,52.5574164011675,0.380683860073979,"North"
"42",2011,125707,"WGS84",4.133333333,51.43333333,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,6,60,15.69297701,"r",26.67,1,"","kokkelschuifje","Macoma balthica",60,15.69297701,4,"vj",NA,NA,NA,NA,77.8743263357169,0.131246858228682,"East"
"43",2011,125708,"WGS84",4.133333333,51.4375,"steekbuis (pvc-buis)",2011-05-10,0.10194,1,"Cerastoderma edule",1,1,9.809691976,87.54498889,"r",26.67,1,"","steekbuis (pvc-buis)","Cerastoderma edule",9.809691976,87.54498889,5,"vj",NA,NA,NA,NA,49.0044972249301,0.245504596772546,"East"
"44",2011,125708,"WGS84",4.133333333,51.4375,"steekbuis (pvc-buis)",2011-05-10,0.10194,1,"Macoma balthica",1,1,9.809691976,5.185332564,"r",26.67,1,"","steekbuis (pvc-buis)","Macoma balthica",9.809691976,5.185332564,5,"vj",NA,NA,NA,NA,49.0044972249301,0.245504596772546,"East"
"45",2011,125709,"WGS84",4.133333333,51.44166667,"kokkelschuifje",2011-04-27,0.1,1,"Macoma balthica",1,3,30,23.75090839,"r",26.67,1,"","kokkelschuifje","Macoma balthica",30,23.75090839,4,"vj",NA,NA,NA,NA,20.0293648280147,0.335433798798635,"East"
"46",2011,125714,"WGS84",4.133333333,51.60416667,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,4,40,263.3410303,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",40,263.3410303,5,"vj",NA,NA,NA,NA,55.1828828485079,0.425786247160623,"North"
"47",2011,125718,"WGS84",4.141666667,51.43333333,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,6,60,204.7293823,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",60,204.7293823,4,"vj",NA,NA,NA,NA,66.0446218785277,0.160268089654236,"East"
"48",2011,125718,"WGS84",4.141666667,51.43333333,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,8,80,19.79216551,"r",26.67,1,"","kokkelschuifje","Macoma balthica",80,19.79216551,4,"vj",NA,NA,NA,NA,66.0446218785277,0.160268089654236,"East"
"49",2011,125719,"WGS84",4.141666667,51.4375,"kokkelschuifje",2011-05-10,0.1,1,"Cerastoderma edule",1,15,150,818.9296651,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",150,818.9296651,5,"vj",NA,NA,NA,NA,38.4398903000576,0.289130372371014,"East"
"50",2011,125719,"WGS84",4.141666667,51.4375,"kokkelschuifje",2011-05-10,0.1,1,"Macoma balthica",1,3,30,7.789143606,"r",26.67,1,"","kokkelschuifje","Macoma balthica",30,7.789143606,5,"vj",NA,NA,NA,NA,38.4398903000576,0.289130372371014,"East"
"51",2011,125720,"WGS84",4.141666667,51.44166667,"kokkelschuifje",2011-05-10,0.1,1,"Cerastoderma edule",1,1,10,55.68201881,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,55.68201881,5,"vj",NA,NA,NA,NA,30.9887571623549,0.332544479683456,"East"
"52",2011,125720,"WGS84",4.141666667,51.44166667,"kokkelschuifje",2011-05-10,0.1,1,"Macoma balthica",1,3,30,6.342540212,"r",26.67,1,"","kokkelschuifje","Macoma balthica",30,6.342540212,5,"vj",NA,NA,NA,NA,30.9887571623549,0.332544479683456,"East"
"53",2011,125724,"WGS84",4.141666667,51.60416667,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,8,80,432.6910283,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",80,432.6910283,5,"vj",NA,NA,NA,NA,58.5842578724332,0.228592231013899,"North"
"54",2011,125724,"WGS84",4.141666667,51.60416667,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,6,60,33.48264212,"r",26.67,1,"","kokkelschuifje","Macoma balthica",60,33.48264212,5,"vj",NA,NA,NA,NA,58.5842578724332,0.228592231013899,"North"
"55",2011,125725,"WGS84",4.141666667,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,10,100,794.0006506,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",100,794.0006506,5,"vj",NA,NA,NA,NA,48.8365472184967,0.299789759409469,"North"
"56",2011,125726,"WGS84",4.141666667,51.6125,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,1,10,0.259717029,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.259717029,5,"vj",NA,NA,NA,NA,30.5615961574658,0.347333829610461,"North"
"57",2011,125727,"WGS84",4.141666667,51.675,"kokkelschuifje",2011-05-30,0.1,1,"Macoma balthica",1,2,20,19.5856226,"r",26.67,1,"","kokkelschuifje","Macoma balthica",20,19.5856226,5,"vj",NA,NA,NA,NA,56.1890198627688,0.114435225869105,"North"
"58",2011,125728,"WGS84",4.15,51.4375,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,9,90,366.0244022,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",90,366.0244022,4,"vj",NA,NA,NA,NA,42.1635950897585,0.270701005567687,"East"
"59",2011,125728,"WGS84",4.15,51.4375,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,1,10,3.869450359,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,3.869450359,4,"vj",NA,NA,NA,NA,42.1635950897585,0.270701005567687,"East"
"60",2011,125729,"WGS84",4.15,51.44166667,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,1,10,1.901388084,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,1.901388084,4,"vj",NA,NA,NA,NA,48,0.291002004585142,"East"
"61",2011,125730,"WGS84",4.15,51.44583333,"steekbuis (pvc-buis)",2011-05-10,0.10194,1,"Macoma balthica",1,3,29.42907593,13.97209692,"r",26.67,1,"","steekbuis (pvc-buis)","Macoma balthica",29.42907593,13.97209692,5,"vj",NA,NA,NA,NA,21.4834942752801,0.418396849863418,"East"
"62",2011,125731,"WGS84",4.15,51.45,"kokkelschuifje",2011-05-10,0.1,1,"Cerastoderma edule",1,1,10,49.90706867,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,49.90706867,5,"vj",NA,NA,NA,NA,34.1671033729312,0.354758148654092,"East"
"63",2011,125732,"WGS84",4.15,51.45416667,"kokkelschuifje",2011-05-10,0.1,1,"Cerastoderma edule",1,2,20,77.40339035,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",20,77.40339035,5,"vj",NA,NA,NA,NA,33.1267859556703,0.361258303125547,"East"
"64",2011,125737,"WGS84",4.15,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,9,90,446.0099946,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",90,446.0099946,5,"vj",NA,NA,NA,NA,57.3923058426939,0.2286788896889,"North"
"65",2011,125737,"WGS84",4.15,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,9,90,39.61648374,"r",26.67,1,"","kokkelschuifje","Macoma balthica",90,39.61648374,5,"vj",NA,NA,NA,NA,57.3923058426939,0.2286788896889,"North"
"66",2011,125738,"WGS84",4.158333333,51.4375,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,2,20,9.155378375,"r",26.67,1,"","kokkelschuifje","Macoma balthica",20,9.155378375,4,"vj",NA,NA,NA,NA,60.205322035696,0.248361601613209,"East"
"67",2011,125739,"WGS84",4.158333333,51.44166667,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,1,10,0.473587074,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.473587074,4,"vj",NA,NA,NA,NA,55.8213977220148,0.264110323833065,"East"
"68",2011,125740,"WGS84",4.158333333,51.44583333,"kokkelschuifje",2011-05-10,0.1,1,"Macoma balthica",1,2,20,3.162485144,"r",26.67,1,"","kokkelschuifje","Macoma balthica",20,3.162485144,5,"vj",NA,NA,NA,NA,17.524156404128,0.422750845829093,"East"
"69",2011,125741,"WGS84",4.158333333,51.45,"kokkelschuifje",2011-05-10,0.1,1,"Cerastoderma edule",1,1,10,87.23235491,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,87.23235491,5,"vj",NA,NA,NA,NA,54,0.35541754749488,"East"
"70",2011,125746,"WGS84",4.158333333,51.47083333,"kokkelschuifje",2011-04-26,0.1,1,"Cerastoderma edule",1,6,60,438.088373,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",60,438.088373,4,"vj",NA,NA,NA,NA,27.9881362918265,0.365431849713633,"East"
"71",2011,125746,"WGS84",4.158333333,51.47083333,"kokkelschuifje",2011-04-26,0.1,1,"Macoma balthica",1,1,10,1.901388084,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,1.901388084,4,"vj",NA,NA,NA,NA,27.9881362918265,0.365431849713633,"East"
"72",2011,125750,"WGS84",4.158333333,51.49583333,"kokkelschuifje",2011-04-26,0.1,1,"Cerastoderma edule",1,9,90,1205.612788,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",90,1205.612788,4,"vj",NA,NA,NA,NA,15.1311430201706,0.428948197757711,"East"
"73",2011,125751,"WGS84",4.158333333,51.5,"kokkelschuifje",2011-04-26,0.1,1,"Cerastoderma edule",1,4,40,539.1201056,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",40,539.1201056,4,"vj",NA,NA,NA,NA,13.659659790302,0.462580229520749,"East"
"74",2011,125752,"WGS84",4.158333333,51.50416667,"kokkelschuifje",2011-04-26,0.1,1,"Cerastoderma edule",1,42,420,5744.961507,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",420,5744.961507,4,"vj",NA,NA,NA,NA,3,0.504968761088762,"East"
"75",2011,125753,"WGS84",4.158333333,51.50833333,"kokkelschuifje",2011-04-14,0.1,1,"Cerastoderma edule",1,8,80,1103.702731,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",80,1103.702731,4,"vj",NA,NA,NA,NA,0,0.527390500283358,"East"
"76",2011,125754,"WGS84",4.158333333,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,17,170,7.210781123,"r",26.67,1,"","kokkelschuifje","Macoma balthica",170,7.210781123,5,"vj",NA,NA,NA,NA,47.5265282837128,0.405309053257737,"North"
"77",2011,125755,"WGS84",4.166666667,51.44166667,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,1,10,10.27694748,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,10.27694748,4,"vj",NA,NA,NA,NA,63,0.277927945696702,"East"
"78",2011,125755,"WGS84",4.166666667,51.44166667,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,7,70,12.28239176,"r",26.67,1,"","kokkelschuifje","Macoma balthica",70,12.28239176,4,"vj",NA,NA,NA,NA,63,0.277927945696702,"East"
"79",2011,125756,"WGS84",4.166666667,51.44583333,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,3,30,170.0888802,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",30,170.0888802,4,"vj",NA,NA,NA,NA,38.7662985804752,0.453319351056479,"East"
"80",2011,125756,"WGS84",4.166666667,51.44583333,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,3,30,5.463240692,"r",26.67,1,"","kokkelschuifje","Macoma balthica",30,5.463240692,4,"vj",NA,NA,NA,NA,38.7662985804752,0.453319351056479,"East"
"81",2011,125757,"WGS84",4.166666667,51.45,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,1,10,18.56191225,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,18.56191225,4,"vj",NA,NA,NA,NA,61.9430349397174,0.357037882175062,"East"
"82",2011,125759,"WGS84",4.166666667,51.45833333,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,1,10,2.45375957,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,2.45375957,4,"vj",NA,NA,NA,NA,35.5580474247225,0.309828982559455,"East"
"83",2011,125762,"WGS84",4.166666667,51.47083333,"kokkelschuifje",2011-04-26,0.1,1,"Cerastoderma edule",1,21,210,1300.137877,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",210,1300.137877,4,"vj",NA,NA,NA,NA,32,0.30187067396739,"East"
"84",2011,125762,"WGS84",4.166666667,51.47083333,"kokkelschuifje",2011-04-26,0.1,1,"Macoma balthica",1,1,10,1.901388084,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,1.901388084,4,"vj",NA,NA,NA,NA,32,0.30187067396739,"East"
"85",2011,125770,"WGS84",4.166666667,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Cerastoderma edule",1,1,10,88.54053088,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,88.54053088,5,"vj",NA,NA,NA,NA,59.118947178427,0.370716614279846,"North"
"86",2011,125770,"WGS84",4.166666667,51.60833333,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,1,10,0.796895167,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.796895167,5,"vj",NA,NA,NA,NA,59.118947178427,0.370716614279846,"North"
"87",2011,125771,"WGS84",4.166666667,51.6125,"kokkelschuifje",2011-05-25,0.1,1,"Macoma balthica",1,1,10,0.127620933,"r",26.67,1,"","kokkelschuifje","Macoma balthica",10,0.127620933,5,"vj",NA,NA,NA,NA,36.4403145372879,0.174896012832355,"North"
"88",2011,125773,"WGS84",4.175,51.44583333,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,1,10,0.816002186,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,0.816002186,4,"vj",NA,NA,NA,NA,66.0614031780699,0.370235873375589,"East"
"89",2011,125773,"WGS84",4.175,51.44583333,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,14,140,11.35071386,"r",26.67,1,"","kokkelschuifje","Macoma balthica",140,11.35071386,4,"vj",NA,NA,NA,NA,66.0614031780699,0.370235873375589,"East"
"90",2011,125774,"WGS84",4.175,51.45,"kokkelschuifje",2011-04-21,0.1,1,"Cerastoderma edule",1,1,10,6.124631858,"r",26.67,1,"","kokkelschuifje","Cerastoderma edule",10,6.124631858,4,"vj",NA,NA,NA,NA,63.9882341736339,0.425759014293248,"East"
"91",2011,125774,"WGS84",4.175,51.45,"kokkelschuifje",2011-04-21,0.1,1,"Macoma balthica",1,3,30,2.3906855,"r",26.67,1,"","kokkelschuifje","Macoma balthica",30,2.3906855,4,"vj",NA,NA,NA,NA,63.9882341736339,0.425759014293248,"East"
