"","Year","replicate.id","kaartdatum","Longitude","Latitude","beschrijving","datum","opp_bemonsterd_m2","subsample1","TaxonName_ACC","AvgOffactor","SumOfNumber","SumOfN_m2","SumOfB_gr_m2","kokkelstratum","kokkelarea.ha..NEW","corr.factor.kok","getijzone_kaart","Tuig","Species","N_m2","B_gr_m2","month","seizoen","sample.id","locatie.nr","schip","project.id","dvd","evmax"
"20",2010,116830,"WGS84",3.641666667,51.4,"kokkelschuifje",2010-05-27,0.1,1,"Macoma balthica",1,32,320,87,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",320,87,5,"vj",NA,NA,NA,NA,74,0.319930038297014
"21",2010,116831,"WGS84",3.641666667,51.40416667,"kokkelschuifje",2010-05-27,0.1,1,"Cerastoderma edule",1,1,10,37,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,37,5,"vj",NA,NA,NA,NA,62.7014676615192,0.323354126129206
"22",2010,116831,"WGS84",3.641666667,51.40416667,"kokkelschuifje",2010-05-27,0.1,1,"Macoma balthica",1,21,210,39,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",210,39,5,"vj",NA,NA,NA,NA,62.7014676615192,0.323354126129206
"23",2010,116832,"WGS84",3.65,51.3791667,"kokkelschuifje",2010-05-18,0.1,1,"Macoma balthica",1,2,20,4,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",20,4,5,"vj",NA,NA,NA,NA,28.2126650122278,0.767522839301278
"24",2010,116834,"WGS84",3.65,51.39166667,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,2,20,4,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",20,4,5,"vj",NA,NA,NA,NA,94.4808329933032,0.115838197377034
"25",2010,116835,"WGS84",3.65,51.39583333,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,40,400,54,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",400,54,5,"vj",NA,NA,NA,NA,83,0.263254566883034
"26",2010,116836,"WGS84",3.65,51.4,"kokkelschuifje",2010-05-27,0.1,1,"Cerastoderma edule",1,1,10,30,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,30,5,"vj",NA,NA,NA,NA,69.4309422949387,0.295767228602015
"27",2010,116836,"WGS84",3.65,51.4,"kokkelschuifje",2010-05-27,0.1,1,"Macoma balthica",1,42,420,98,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",420,98,5,"vj",NA,NA,NA,NA,69.4309422949387,0.295767228602015
"28",2010,116839,"WGS84",3.658333333,51.37916667,"kokkelschuifje",2010-05-18,0.1,1,"Macoma balthica",1,1,10,1,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,1,5,"vj",NA,NA,NA,NA,29.3264879202428,0.555171265763916
"29",2010,116840,"WGS84",3.658333333,51.3875,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,1,10,10,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,10,5,"vj",NA,NA,NA,NA,54.4163088157977,0.54812781099377
"30",2010,116841,"WGS84",3.658333333,51.39166667,"kokkelschuifje",2010-05-26,0.1,1,"Cerastoderma edule",1,1,10,36,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,36,5,"vj",NA,NA,NA,NA,91.1689958470641,0.197004889334681
"31",2010,116841,"WGS84",3.658333333,51.39166667,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,57,570,83,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",570,83,5,"vj",NA,NA,NA,NA,91.1689958470641,0.197004889334681
"32",2010,116842,"WGS84",3.658333333,51.39583333,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,19,190,40,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",190,40,5,"vj",NA,NA,NA,NA,80.14454071043,0.274752737781515
"33",2010,116843,"WGS84",3.658333333,51.4,"kokkelschuifje",2010-05-27,0.1,1,"Macoma balthica",1,1,10,1,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,1,5,"vj",NA,NA,NA,NA,53.6325881293303,0.364950941600015
"34",2010,116844,"WGS84",3.658333333,51.45,"kokkelschuifje",2010-05-12,0.1,1,"Cerastoderma edule",1,2,20,327,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",20,327,5,"vj",NA,NA,NA,NA,0,0.345464397952208
"35",2010,116845,"WGS84",3.666666667,51.375,"kokkelschuifje",2010-05-18,0.1,1,"Macoma balthica",1,2,20,2,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",20,2,5,"vj",NA,NA,NA,NA,54.3309773056569,0.527386140885436
"36",2010,116846,"WGS84",3.666666667,51.3875,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,7,70,13.36585366,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",70,13.36585366,5,"vj",NA,NA,NA,NA,93.7442283559474,0.169290219904239
"37",2010,116847,"WGS84",3.666666667,51.39166667,"kokkelschuifje",2010-05-26,0.1,1,"Cerastoderma edule",1,1,10,24,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,24,5,"vj",NA,NA,NA,NA,86.8538530401361,0.139268719924707
"38",2010,116847,"WGS84",3.666666667,51.39166667,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,68,680,116,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",680,116,5,"vj",NA,NA,NA,NA,86.8538530401361,0.139268719924707
"39",2010,116848,"WGS84",3.666666667,51.39583333,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,20,200,18,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",200,18,5,"vj",NA,NA,NA,NA,73.829355075222,0.253493989395649
"40",2010,116850,"WGS84",3.666666667,51.45416667,"kokkelschuifje",2010-05-12,0.1,1,"Macoma balthica",1,1,10,14,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,14,5,"vj",NA,NA,NA,NA,12.4411553803965,0.212034160774659
"41",2010,116851,"WGS84",3.675,51.375,"kokkelschuifje",2010-05-18,0.1,1,"Macoma balthica",1,1,10,3,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,3,5,"vj",NA,NA,NA,NA,0,0.747578339766924
"42",2010,116853,"WGS84",3.675,51.3875,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,3,29.42907593,10.79066117,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",29.42907593,10.79066117,5,"vj",NA,NA,NA,NA,96.0245984535126,0.0976708419565662
"43",2010,116854,"WGS84",3.675,51.39166667,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Cerastoderma edule",1,1,9.809691976,34.33392191,"r",26.67,1,"eul","steekbuis (pvc-buis)","Cerastoderma edule",9.809691976,34.33392191,5,"vj",NA,NA,NA,NA,83.4684286885189,0.234804097058426
"44",2010,116854,"WGS84",3.675,51.39166667,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,92,902.4916618,144.6809936,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",902.4916618,144.6809936,5,"vj",NA,NA,NA,NA,83.4684286885189,0.234804097058426
"45",2010,116855,"WGS84",3.675,51.39583333,"kokkelschuifje",2010-05-26,0.1,1,"Cerastoderma edule",1,1,10,31,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,31,5,"vj",NA,NA,NA,NA,48.5485915105763,0.347024917142107
"46",2010,116855,"WGS84",3.675,51.39583333,"kokkelschuifje",2010-05-26,0.1,1,"Macoma balthica",1,12,120,31,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",120,31,5,"vj",NA,NA,NA,NA,48.5485915105763,0.347024917142107
"47",2010,116859,"WGS84",3.683333333,51.38333333,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,1,9.809691976,6.866784383,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",9.809691976,6.866784383,5,"vj",NA,NA,NA,NA,84.3039208311626,0.212026285324948
"48",2010,116860,"WGS84",3.683333333,51.39166667,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,75,735.7268982,103.9827349,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",735.7268982,103.9827349,5,"vj",NA,NA,NA,NA,76.9335664178036,0.16358432440068
"49",2010,116862,"WGS84",3.691666667,51.38333333,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,5,49.04845988,23.54326074,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",49.04845988,23.54326074,5,"vj",NA,NA,NA,NA,75.0888291098429,0.296172222622974
"50",2010,116863,"WGS84",3.691666667,51.39166667,"steekbuis (pvc-buis)",2010-05-26,0.10194,1,"Macoma balthica",1,17,166.7647636,30.41004512,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",166.7647636,30.41004512,5,"vj",NA,NA,NA,NA,76.8446643860869,0.216799709655543
"51",2010,116866,"WGS84",3.7,51.375,"kokkelschuifje",2010-05-17,0.1,1,"Macoma balthica",1,15,150,42,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",150,42,5,"vj",NA,NA,NA,NA,13.8927561371135,0.678684623811551
"52",2010,116872,"WGS84",3.708333333,51.37083333,"steekbuis (pvc-buis)",2010-05-27,0.10194,1,"Cerastoderma edule",1,1,9.809691976,87.30625858,"r",26.67,1,"eul","steekbuis (pvc-buis)","Cerastoderma edule",9.809691976,87.30625858,5,"vj",NA,NA,NA,NA,66,0.296456986679113
"53",2010,116872,"WGS84",3.708333333,51.37083333,"steekbuis (pvc-buis)",2010-05-27,0.10194,1,"Macoma balthica",1,22,215.8132235,37.27682951,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",215.8132235,37.27682951,5,"vj",NA,NA,NA,NA,66,0.296456986679113
"54",2010,116874,"WGS84",3.716666667,51.3625,"steekbuis (pvc-buis)",2010-05-17,0.10194,1,"Cerastoderma edule",1,2,19.61938395,156.9550716,"r",26.67,1,"eul","steekbuis (pvc-buis)","Cerastoderma edule",19.61938395,156.9550716,5,"vj",NA,NA,NA,NA,56.7241644954309,0.417054095108904
"55",2010,116874,"WGS84",3.716666667,51.3625,"steekbuis (pvc-buis)",2010-05-17,0.10194,1,"Macoma balthica",1,4,39.2387679,34.33392191,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",39.2387679,34.33392191,5,"vj",NA,NA,NA,NA,56.7241644954309,0.417054095108904
"56",2010,116875,"WGS84",3.716666667,51.36666667,"steekbuis (pvc-buis)",2010-05-27,0.10194,1,"Macoma balthica",1,4,39.2387679,29.42907593,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",39.2387679,29.42907593,5,"vj",NA,NA,NA,NA,69.2646169355881,0.222519385725236
"57",2010,116877,"WGS84",3.725,51.35416667,"kokkelschuifje",2010-05-17,0.1,1,"Macoma balthica",1,1,10,3,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,3,5,"vj",NA,NA,NA,NA,33.3421619397412,0.358673306390224
"58",2010,116881,"WGS84",3.733333333,51.35,"steekbuis (pvc-buis)",2010-05-25,0.10194,1,"Macoma balthica",1,14,137.3356877,55.91524426,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",137.3356877,55.91524426,5,"vj",NA,NA,NA,NA,70,0.176289797796618
"59",2010,116887,"WGS84",3.75,51.35,"steekbuis (pvc-buis)",2010-05-25,0.10194,1,"Macoma balthica",1,15,147.1453796,13.73356877,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",147.1453796,13.73356877,5,"vj",NA,NA,NA,NA,67.1014278740712,0.208768273458837
"60",2010,116888,"WGS84",3.75,51.375,"kokkelschuifje",2010-05-11,0.1,1,"Macoma balthica",1,1,10,5,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,5,5,"vj",NA,NA,NA,NA,5.30602459759393,1.03666838357212
"61",2010,116889,"WGS84",3.75,51.4125,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,4,40,16,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",40,16,5,"vj",NA,NA,NA,NA,8.81528052348876,0.544090388846668
"62",2010,116890,"WGS84",3.758333333,51.35,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,1,10,1,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,1,5,"vj",NA,NA,NA,NA,37.4031121662847,0.468400431212109
"63",2010,116893,"WGS84",3.758333333,51.40833333,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,1,10,1,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,1,5,"vj",NA,NA,NA,NA,0,0.882093920122089
"64",2010,116894,"WGS84",3.758333333,51.4125,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,23,230,42,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",230,42,5,"vj",NA,NA,NA,NA,33.2721059058081,0.303538277756953
"65",2010,116898,"WGS84",3.766666667,51.40416667,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,5,50,10,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",50,10,5,"vj",NA,NA,NA,NA,0,0.786968661258721
"66",2010,116899,"WGS84",3.775,51.36666667,"kokkelschuifje",2010-05-11,0.1,1,"Macoma balthica",1,3,30,2,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",30,2,5,"vj",NA,NA,NA,NA,25.4335416396351,0.58985844878239
"67",2010,116900,"WGS84",3.775,51.37083333,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,4,40,8,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",40,8,5,"vj",NA,NA,NA,NA,52.5812911448855,0.501554750442179
"68",2010,116901,"WGS84",3.775,51.375,"kokkelschuifje",2010-05-17,0.1,1,"Macoma balthica",1,1,10,5,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",10,5,5,"vj",NA,NA,NA,NA,22.2831900081451,0.758061062493955
"69",2010,116902,"WGS84",3.775,51.40833333,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,17,170,44,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",170,44,5,"vj",NA,NA,NA,NA,37.3446508556928,0.106413676106232
"70",2010,116903,"WGS84",3.783333333,51.3625,"kokkelschuifje",2010-05-03,0.1,1,"Cerastoderma edule",1,2,20,47,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",20,47,5,"vj",NA,NA,NA,NA,0,0.669025236269329
"71",2010,116903,"WGS84",3.783333333,51.3625,"kokkelschuifje",2010-05-03,0.1,1,"Macoma balthica",1,16,160,68,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",160,68,5,"vj",NA,NA,NA,NA,0,0.669025236269329
"72",2010,116904,"WGS84",3.783333333,51.36666667,"kokkelschuifje",2010-05-25,0.1,1,"Cerastoderma edule",1,9,90,241,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",90,241,5,"vj",NA,NA,NA,NA,53.5718804417398,0.366572777307997
"73",2010,116904,"WGS84",3.783333333,51.36666667,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,61,610,116.4444444,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",610,116.4444444,5,"vj",NA,NA,NA,NA,53.5718804417398,0.366572777307997
"74",2010,116905,"WGS84",3.783333333,51.37083333,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,5,50,5,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",50,5,5,"vj",NA,NA,NA,NA,31.4942909366478,0.607570167944787
"75",2010,116907,"WGS84",3.791666667,51.3625,"steekbuis (pvc-buis)",2010-05-03,0.10194,1,"Cerastoderma edule",1,1,9.809691976,90.24916618,"r",26.67,1,"eul","steekbuis (pvc-buis)","Cerastoderma edule",9.809691976,90.24916618,5,"vj",NA,NA,NA,NA,65,0.265960537450541
"76",2010,116908,"WGS84",3.791666667,51.36666667,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,6,60,23,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",60,23,5,"vj",NA,NA,NA,NA,59.5170457666027,0.329999782711097
"77",2010,116912,"WGS84",3.8,51.3625,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,23,230,56,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",230,56,5,"vj",NA,NA,NA,NA,73,0.189402344987982
"78",2010,116913,"WGS84",3.8,51.36666667,"kokkelschuifje",2010-05-25,0.1,1,"Cerastoderma edule",1,2,20,32,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",20,32,5,"vj",NA,NA,NA,NA,62.5139239000083,0.314835816003761
"79",2010,116913,"WGS84",3.8,51.36666667,"kokkelschuifje",2010-05-25,0.1,1,"Macoma balthica",1,18,180,45,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",180,45,5,"vj",NA,NA,NA,NA,62.5139239000083,0.314835816003761
"80",2010,116916,"WGS84",3.808333333,51.35833333,"steekbuis (pvc-buis)",2010-05-25,0.10194,1,"Macoma balthica",1,1,9.809691976,2.942907593,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",9.809691976,2.942907593,5,"vj",NA,NA,NA,NA,57.2326718434723,0.353178224015401
"81",2010,116917,"WGS84",3.808333333,51.3625,"steekbuis (pvc-buis)",2010-05-25,0.10194,1,"Macoma balthica",1,2,19.61938395,6.866784383,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",19.61938395,6.866784383,5,"vj",NA,NA,NA,NA,81.1679843851249,0.192824814189354
"82",2010,116919,"WGS84",3.816666667,51.35833333,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,2,20,16,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",20,16,5,"vj",NA,NA,NA,NA,45.6616611540813,0.512227453144048
"83",2010,116921,"WGS84",3.825,51.3625,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,16,160,34,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",160,34,5,"vj",NA,NA,NA,NA,55.0609227734,0.436821475253734
"84",2010,116922,"WGS84",3.825,51.36666667,"kokkelschuifje",2010-05-10,0.1,1,"Cerastoderma edule",1,1,10,31.28571429,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,31.28571429,5,"vj",NA,NA,NA,NA,51.9228838374078,0.661632098381813
"85",2010,116922,"WGS84",3.825,51.36666667,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,26,260,38,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",260,38,5,"vj",NA,NA,NA,NA,51.9228838374078,0.661632098381813
"86",2010,116924,"WGS84",3.833333333,51.35833333,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,8,80,11,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",80,11,5,"vj",NA,NA,NA,NA,30.9650189144879,0.695682013996802
"87",2010,116925,"WGS84",3.833333333,51.3625,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,16,160,35,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",160,35,5,"vj",NA,NA,NA,NA,63.1247366835371,0.37214682075671
"88",2010,116929,"WGS84",3.841666667,51.35833333,"kokkelschuifje",2010-05-10,0.1,1,"Cerastoderma edule",1,3,30,45,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",30,45,5,"vj",NA,NA,NA,NA,54,0.521501261693178
"89",2010,116929,"WGS84",3.841666667,51.35833333,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,32,320,65,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",320,65,5,"vj",NA,NA,NA,NA,54,0.521501261693178
"90",2010,116930,"WGS84",3.841666667,51.3625,"kokkelschuifje",2010-05-10,0.1,1,"Cerastoderma edule",1,4,40,35,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",40,35,5,"vj",NA,NA,NA,NA,0,1.068278021712
"91",2010,116930,"WGS84",3.841666667,51.3625,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,64,640,124,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",640,124,5,"vj",NA,NA,NA,NA,0,1.068278021712
"92",2010,116933,"WGS84",3.841666667,51.3875,"steekbuis (pvc-buis)",2010-05-07,0.10194,1,"Macoma balthica",1,5,49.04845988,11.77163037,"r",26.67,1,"eul","steekbuis (pvc-buis)","Macoma balthica",49.04845988,11.77163037,5,"vj",NA,NA,NA,NA,82.5024050265347,0.162302160067211
"93",2010,116934,"WGS84",3.85,51.3375,"kokkelschuifje",2010-05-17,0.1,1,"Cerastoderma edule",1,1,10,57,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",10,57,5,"vj",NA,NA,NA,NA,11.8324177474889,0.421417118340927
"94",2010,116936,"WGS84",3.85,51.3625,"kokkelschuifje",2010-05-10,0.1,1,"Macoma balthica",1,4,40,28,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",40,28,5,"vj",NA,NA,NA,NA,0,1.09996556695
"95",2010,116938,"WGS84",3.85,51.3875,"kokkelschuifje",2010-05-07,0.1,1,"Macoma balthica",1,18,180,66,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",180,66,5,"vj",NA,NA,NA,NA,78.7804671276885,0.194194010695097
"96",2010,116943,"WGS84",3.858333333,51.3875,"kokkelschuifje",2010-05-07,0.1,1,"Macoma balthica",1,10,100,28,"r",26.67,1,"eul","kokkelschuifje","Macoma balthica",100,28,5,"vj",NA,NA,NA,NA,73.734618142033,0.253069278853918
"97",2010,116944,"WGS84",3.866666667,51.3375,"kokkelschuifje",2010-05-10,0.1,1,"Cerastoderma edule",1,4,40,97,"r",26.67,1,"eul","kokkelschuifje","Cerastoderma edule",40,97,5,"vj",NA,NA,NA,NA,52.3975144179618,0.0824738517745705
